995,1
962,0
998,0
639,0
932,0
1052,0
1253,1
10,0
184,1
407,1
948,0
355,0
400,0
1383,0
791,0
397,1
647,1
19,0
223,0
532,1
34,0
767,0
863,0
1387,1
364,1
700,0
146,1
67,0
1317,0
1167,0
1020,1
602,1
268,0
112,1
1150,1
739,1
163,0
1170,0
955,1
812,0
1106,1
181,1
1148,0
618,1
980,0
208,0
1324,1
730,1
856,0
931,1
541,0
28,1
1297,0
1177,1
60,0
1330,0
594,0
300,1
748,1
319,1
1021,0
711,0
832,1
793,0
1276,0
306,0
1107,0
999,0
726,1
27,0
431,0
384,1
708,1
503,0
83,0
226,0
54,0
668,0
841,0
960,0
333,1
1103,0
96,1
747,0
1208,0
377,0
1318,1
409,0
325,0
458,0
1262,0
989,0
725,1
1183,1
188,0
329,0
644,1
510,1
913,0
295,0
508,1
625,1
765,1
568,1
925,0
736,0
1327,0
375,0
954,0
213,0
691,1
1176,0
1122,1
127,1
341,1
412,0
64,1
692,1
1281,1
202,1
1089,0
792,1
380,0
1308,1
29,0
1121,0
974,0
261,1
914,0
1298,1
123,1
170,1
661,0
1319,0
410,1
1006,1
129,1
151,1
896,1
282,0
966,1
235,0
880,0
1271,1
738,0
1013,0
1104,0
1263,0
810,0
7,1
114,0
1357,0
82,0
779,1
345,1
876,0
941,0
3,1
915,0
592,0
1194,0
231,0
1063,0
239,1
316,0
553,1
1093,1
180,0
549,1
588,0
1059,0
536,1
66,0
666,0
1186,1
359,0
292,1
500,0
1384,0
740,1
818,0
1042,0
956,0
497,1
565,0
1348,0
1181,0
1158,1
517,0
744,1
156,1
460,1
899,0
448,1
1326,0
130,0
455,1
266,0
573,0
583,1
290,0
800,1
91,1
587,1
699,0
414,0
1023,1
698,0
13,1
158,1
1015,1
1290,1
1100,0
958,0
1111,0
1047,0
1349,0
804,0
892,0
887,0
138,1
424,0
396,1
327,0
1365,0
203,0
134,0
1377,0
1370,1
1247,0
169,1
909,0
1203,1
830,1
935,0
850,0
1258,0
559,0
1145,1
1043,0
1072,0
14,0
709,0
350,0
337,1
550,1
1241,1
1287,0
324,1
354,0
135,0
828,0
1054,0
1135,0
368,1
445,1
1000,1
1033,0
92,1
1305,0
429,1
1031,0
889,0
1136,1
653,0
904,1
1304,0
721,1
916,1
969,0
1382,1
1190,0
806,0
750,1
581,0
1344,0
898,1
619,1
335,0
509,1
301,0
1078,1
1376,0
24,1
1046,0
194,0
1204,0
308,0
271,0
599,0
722,0
314,0
718,0
1353,0
1049,1
15,0
637,1
673,0
1207,0
488,0
822,0
63,1
847,0
425,0
253,0
222,0
811,0
250,0
567,0
578,0
257,0
1142,0
784,1
1335,0
1285,0
585,1
755,0
579,1
595,0
84,1
1334,0
724,1
781,0
1389,0
155,1
712,0
1101,0
1379,1
965,0
1358,1
1081,0
430,0
389,0
933,0
1184,1
322,1
527,0
1040,1
18,1
936,0
1363,1
719,1
370,1
1367,1
267,0
1017,1
1254,0
1299,1
697,0
310,0
548,0
205,0
109,1
576,0
512,0
688,1
186,0
1044,0
1069,0
1280,1
1050,0
972,1
1378,0
852,0
133,1
76,1
516,0
182,0
646,1
788,0
610,0
707,0
185,0
16,0
499,0
636,0
1166,0
492,0
318,0
696,1
799,0
125,1
104,1
733,0
642,0
22,0
408,1
728,0
490,1
1029,0
32,0
147,1
35,1
1354,1
1009,0
540,0
0,0
73,1
773,1
452,1
764,0
853,0
1198,1
456,1
1087,0
1154,0
37,1
837,1
1219,0
783,1
148,0
340,1
1266,0
363,1
763,0
